,Область,Округ,Год,Кол-во
1449,        Саратовская область,Приволжский федеральный округ,01.04.2020,30332
1450,        Ульяновская область,Приволжский федеральный округ,01.04.2020,11217
1451,        Курганская область,Уральский федеральный округ,01.04.2020,2237
1452,        Свердловская область,Уральский федеральный округ,01.04.2020,44308
1453,        Тюменская область,Уральский федеральный округ,01.04.2020,53862
1454,        Челябинская область,Уральский федеральный округ,01.04.2020,14827
1455,        Республика Алтай,Сибирский федеральный округ,01.04.2020,2912
1456,        Республика Тыва,Сибирский федеральный округ,01.04.2020,3788
1457,        Республика Хакасия,Сибирский федеральный округ,01.04.2020,19463
1458,        Алтайский край,Сибирский федеральный округ,01.04.2020,15675
1459,        Красноярский край,Сибирский федеральный округ,01.04.2020,49559
1460,        Иркутская область,Сибирский федеральный округ,01.04.2020,14385
1461,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.04.2020,17102
1462,        Новосибирская область,Сибирский федеральный округ,01.04.2020,45150
1463,        Омская область,Сибирский федеральный округ,01.04.2020,14542
1464,        Томская область,Сибирский федеральный округ,01.04.2020,6796
1465,        Республика Бурятия,Дальневосточный федеральный округ,01.04.2020,1153
1466,        Забайкальский край,Дальневосточный федеральный округ,01.04.2020,4113
1467,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.04.2020,11698
1468,        Камчатский край,Дальневосточный федеральный округ,01.04.2020,6862
1469,        Приморский край,Дальневосточный федеральный округ,01.04.2020,8906
1470,        Хабаровский край,Дальневосточный федеральный округ,01.04.2020,33076
1471,        Амурская область,Дальневосточный федеральный округ,01.04.2020,4129
1472,        Магаданская область,Дальневосточный федеральный округ,01.04.2020,4631
1473,        Сахалинская область,Дальневосточный федеральный округ,01.04.2020,41637
1474,        Еврейская автономная область,Дальневосточный федеральный округ,01.04.2020,1106
1475,        Чукотский автономный округ,Дальневосточный федеральный округ,01.04.2020,335
1476,        Белгородская область,Центральный федеральный округ,01.07.2020,54032
1477,        Брянская область,Центральный федеральный округ,01.07.2020,47837
1478,        Владимирская область,Центральный федеральный округ,01.07.2020,70572
1479,        Воронежская область,Центральный федеральный округ,01.07.2020,105186
1480,        Ивановская область,Центральный федеральный округ,01.07.2020,55270
1481,        Калужская область,Центральный федеральный округ,01.07.2020,47065
1482,        Костромская область,Центральный федеральный округ,01.07.2020,76937
1483,        Курская область,Центральный федеральный округ,01.07.2020,31734
1484,        Липецкая область,Центральный федеральный округ,01.07.2020,72560
1485,        Московская область,Центральный федеральный округ,01.07.2020,918330
1486,        Орловская область,Центральный федеральный округ,01.07.2020,16788
1487,        Рязанская область,Центральный федеральный округ,01.07.2020,66069
1488,        Смоленская область,Центральный федеральный округ,01.07.2020,25263
1489,        Тамбовская область,Центральный федеральный округ,01.07.2020,21791
1490,        Тверская область,Центральный федеральный округ,01.07.2020,191164
1491,        Тульская область,Центральный федеральный округ,01.07.2020,78430
1492,        Ярославская область,Центральный федеральный округ,01.07.2020,271863
1493,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.07.2020,1335483
1494,        Республика Карелия,Северо-Западный федеральный округ,01.07.2020,174908
1495,        Республика Коми,Северо-Западный федеральный округ,01.07.2020,43576
1496,        Архангельская область,Северо-Западный федеральный округ,01.07.2020,59996
1497,        Вологодская область,Северо-Западный федеральный округ,01.07.2020,118173
1498,        Калининградская область,Северо-Западный федеральный округ,01.07.2020,201017
1499,        Ленинградская область,Северо-Западный федеральный округ,01.07.2020,270639
1500,        Мурманская область,Северо-Западный федеральный округ,01.07.2020,39555
1501,        Новгородская область,Северо-Западный федеральный округ,01.07.2020,56732
1502,        Псковская область,Северо-Западный федеральный округ,01.07.2020,92185
1503,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.07.2020,698622
1504,        Республика Адыгея (Адыгея),Южный федеральный округ,01.07.2020,38266
1505,        Республика Калмыкия,Южный федеральный округ,01.07.2020,1193
1506,        Республика Крым,Южный федеральный округ,01.07.2020,1293439
1507,        Краснодарский край,Южный федеральный округ,01.07.2020,3149913
1508,        Астраханская область,Южный федеральный округ,01.07.2020,66048
1509,        Волгоградская область,Южный федеральный округ,01.07.2020,158090
1510,        Ростовская область,Южный федеральный округ,01.07.2020,273641
1511,        Город федерального значения Севастополь,Южный федеральный округ,01.07.2020,103748
1512,        Республика Дагестан,Северо-Кавказский федеральный округ,01.07.2020,10842
1513,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.07.2020,2587
1514,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.07.2020,15757
1515,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.07.2020,8727
1516,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.07.2020,16359
1517,        Чеченская Республика,Северо-Кавказский федеральный округ,01.07.2020,30355
1518,        Ставропольский край,Северо-Кавказский федеральный округ,01.07.2020,276539
1519,        Республика Башкортостан,Приволжский федеральный округ,01.07.2020,221553
1520,        Республика Марий Эл,Приволжский федеральный округ,01.07.2020,22189
1521,        Республика Мордовия,Приволжский федеральный округ,01.07.2020,18786
1522,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.07.2020,521670
1523,        Удмуртская Республика,Приволжский федеральный округ,01.07.2020,92967
1524,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.07.2020,41057
1525,        Пермский край,Приволжский федеральный округ,01.07.2020,175629
1526,        Кировская область,Приволжский федеральный округ,01.07.2020,58578
1527,        Нижегородская область,Приволжский федеральный округ,01.07.2020,202057
1528,        Оренбургская область,Приволжский федеральный округ,01.07.2020,54953
1529,        Пензенская область,Приволжский федеральный округ,01.07.2020,53907
1530,        Самарская область,Приволжский федеральный округ,01.07.2020,284826
1531,        Саратовская область,Приволжский федеральный округ,01.07.2020,144216
1532,        Ульяновская область,Приволжский федеральный округ,01.07.2020,98971
1533,        Курганская область,Уральский федеральный округ,01.07.2020,28656
1534,        Свердловская область,Уральский федеральный округ,01.07.2020,172645
1535,        Тюменская область,Уральский федеральный округ,01.07.2020,283793
1536,        Челябинская область,Уральский федеральный округ,01.07.2020,193596
1537,        Республика Алтай,Сибирский федеральный округ,01.07.2020,84404
1538,        Республика Тыва,Сибирский федеральный округ,01.07.2020,8365
1539,        Республика Хакасия,Сибирский федеральный округ,01.07.2020,53326
1540,        Алтайский край,Сибирский федеральный округ,01.07.2020,162954
1541,        Красноярский край,Сибирский федеральный округ,01.07.2020,141981
1542,        Иркутская область,Сибирский федеральный округ,01.07.2020,276160
1543,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.07.2020,31710
1544,        Новосибирская область,Сибирский федеральный округ,01.07.2020,132497
1545,        Омская область,Сибирский федеральный округ,01.07.2020,42005
1546,        Томская область,Сибирский федеральный округ,01.07.2020,10057
1547,        Республика Бурятия,Дальневосточный федеральный округ,01.07.2020,127479
1548,        Забайкальский край,Дальневосточный федеральный округ,01.07.2020,68746
1549,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.07.2020,15930
1550,        Камчатский край,Дальневосточный федеральный округ,01.07.2020,17558
1551,        Приморский край,Дальневосточный федеральный округ,01.07.2020,207792
1552,        Хабаровский край,Дальневосточный федеральный округ,01.07.2020,61334
1553,        Амурская область,Дальневосточный федеральный округ,01.07.2020,48749
1554,        Магаданская область,Дальневосточный федеральный округ,01.07.2020,7156
1555,        Сахалинская область,Дальневосточный федеральный округ,01.07.2020,61350
1556,        Еврейская автономная область,Дальневосточный федеральный округ,01.07.2020,6610
1557,        Чукотский автономный округ,Дальневосточный федеральный округ,01.07.2020,3180
1558,        Белгородская область,Центральный федеральный округ,01.10.2020,31401
1559,        Брянская область,Центральный федеральный округ,01.10.2020,28712
1560,        Владимирская область,Центральный федеральный округ,01.10.2020,38556
1561,        Воронежская область,Центральный федеральный округ,01.10.2020,61691
1562,        Ивановская область,Центральный федеральный округ,01.10.2020,35193
1563,        Калужская область,Центральный федеральный округ,01.10.2020,43945
1564,        Костромская область,Центральный федеральный округ,01.10.2020,36059
1565,        Курская область,Центральный федеральный округ,01.10.2020,34308
1566,        Липецкая область,Центральный федеральный округ,01.10.2020,42314
1567,        Московская область,Центральный федеральный округ,01.10.2020,796375
1568,        Орловская область,Центральный федеральный округ,01.10.2020,21168
1569,        Рязанская область,Центральный федеральный округ,01.10.2020,71799
1570,        Смоленская область,Центральный федеральный округ,01.10.2020,42587
1571,        Тамбовская область,Центральный федеральный округ,01.10.2020,32530
1572,        Тверская область,Центральный федеральный округ,01.10.2020,72759
1573,        Тульская область,Центральный федеральный округ,01.10.2020,47256
1574,        Ярославская область,Центральный федеральный округ,01.10.2020,149831
1575,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.10.2020,1507015
1576,        Республика Карелия,Северо-Западный федеральный округ,01.10.2020,67047
1577,        Республика Коми,Северо-Западный федеральный округ,01.10.2020,52361
1578,        Архангельская область,Северо-Западный федеральный округ,01.10.2020,90677
1579,        Вологодская область,Северо-Западный федеральный округ,01.10.2020,83841
1580,        Калининградская область,Северо-Западный федеральный округ,01.10.2020,140414
1581,        Ленинградская область,Северо-Западный федеральный округ,01.10.2020,208751
1582,        Мурманская область,Северо-Западный федеральный округ,01.10.2020,50612
1583,        Новгородская область,Северо-Западный федеральный округ,01.10.2020,33468
1584,        Псковская область,Северо-Западный федеральный округ,01.10.2020,58295
1585,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.10.2020,608075
1586,        Республика Адыгея (Адыгея),Южный федеральный округ,01.10.2020,20012
1587,        Республика Калмыкия,Южный федеральный округ,01.10.2020,3149
1588,        Республика Крым,Южный федеральный округ,01.10.2020,467072
1589,        Краснодарский край,Южный федеральный округ,01.10.2020,1846813
1590,        Астраханская область,Южный федеральный округ,01.10.2020,48559
1591,        Волгоградская область,Южный федеральный округ,01.10.2020,99818
1592,        Ростовская область,Южный федеральный округ,01.10.2020,133984
1593,        Город федерального значения Севастополь,Южный федеральный округ,01.10.2020,8265
1594,        Республика Дагестан,Северо-Кавказский федеральный округ,01.10.2020,16588
1595,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.10.2020,8178
1596,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.10.2020,11091
1597,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.10.2020,27781
1598,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.10.2020,14718
1599,        Чеченская Республика,Северо-Кавказский федеральный округ,01.10.2020,50197
1600,        Ставропольский край,Северо-Кавказский федеральный округ,01.10.2020,229450
1601,        Республика Башкортостан,Приволжский федеральный округ,01.10.2020,162818
1602,        Республика Марий Эл,Приволжский федеральный округ,01.10.2020,10637
1603,        Республика Мордовия,Приволжский федеральный округ,01.10.2020,20356
1604,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.10.2020,374201
1605,        Удмуртская Республика,Приволжский федеральный округ,01.10.2020,69180
1606,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.10.2020,74318
1607,        Пермский край,Приволжский федеральный округ,01.10.2020,147922
1608,        Кировская область,Приволжский федеральный округ,01.10.2020,40714
1609,        Нижегородская область,Приволжский федеральный округ,01.10.2020,150730
1610,        Оренбургская область,Приволжский федеральный округ,01.10.2020,46762
1611,        Пензенская область,Приволжский федеральный округ,01.10.2020,41454
1612,        Самарская область,Приволжский федеральный округ,01.10.2020,159928
1613,        Саратовская область,Приволжский федеральный округ,01.10.2020,25276
1614,        Ульяновская область,Приволжский федеральный округ,01.10.2020,37839
1615,        Курганская область,Уральский федеральный округ,01.10.2020,16935
1616,        Свердловская область,Уральский федеральный округ,01.10.2020,141455
1617,        Тюменская область,Уральский федеральный округ,01.10.2020,291715
1618,        Челябинская область,Уральский федеральный округ,01.10.2020,102405
1619,        Республика Алтай,Сибирский федеральный округ,01.10.2020,34730
1620,        Республика Тыва,Сибирский федеральный округ,01.10.2020,4936
1621,        Республика Хакасия,Сибирский федеральный округ,01.10.2020,38139
1622,        Алтайский край,Сибирский федеральный округ,01.10.2020,115332
1623,        Красноярский край,Сибирский федеральный округ,01.10.2020,123023
1624,        Иркутская область,Сибирский федеральный округ,01.10.2020,64201
1625,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.10.2020,97301
1626,        Новосибирская область,Сибирский федеральный округ,01.10.2020,139779
1627,        Омская область,Сибирский федеральный округ,01.10.2020,25761
1628,        Томская область,Сибирский федеральный округ,01.10.2020,12090
1629,        Республика Бурятия,Дальневосточный федеральный округ,01.10.2020,31750
1630,        Забайкальский край,Дальневосточный федеральный округ,01.10.2020,29889
1631,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.10.2020,17804
1632,        Камчатский край,Дальневосточный федеральный округ,01.10.2020,17716
1633,        Приморский край,Дальневосточный федеральный округ,01.10.2020,169566
1634,        Хабаровский край,Дальневосточный федеральный округ,01.10.2020,60362
1635,        Амурская область,Дальневосточный федеральный округ,01.10.2020,109467
1636,        Магаданская область,Дальневосточный федеральный округ,01.10.2020,6282
1637,        Сахалинская область,Дальневосточный федеральный округ,01.10.2020,69840
1638,        Еврейская автономная область,Дальневосточный федеральный округ,01.10.2020,6978
1639,        Чукотский автономный округ,Дальневосточный федеральный округ,01.10.2020,4320
1640,        Белгородская область,Центральный федеральный округ,01.01.2021,40054.0
1641,        Брянская область,Центральный федеральный округ,01.01.2021,33932.0
1642,        Владимирская область,Центральный федеральный округ,01.01.2021,123643.0
1643,        Воронежская область,Центральный федеральный округ,01.01.2021,127943.0
1644,        Ивановская область,Центральный федеральный округ,01.01.2021,53417.0
1645,        Калужская область,Центральный федеральный округ,01.01.2021,71470.0
1646,        Костромская область,Центральный федеральный округ,01.01.2021,53790.0
1647,        Курская область,Центральный федеральный округ,01.01.2021,30086.0
1648,        Липецкая область,Центральный федеральный округ,01.01.2021,38040.0
1649,        Московская область,Центральный федеральный округ,01.01.2021,840295.0
1650,        Орловская область,Центральный федеральный округ,01.01.2021,22146.0
1651,        Рязанская область,Центральный федеральный округ,01.01.2021,69828.0
1652,        Смоленская область,Центральный федеральный округ,01.01.2021,52127.0
1653,        Тамбовская область,Центральный федеральный округ,01.01.2021,31554.0
1654,        Тверская область,Центральный федеральный округ,01.01.2021,94564.0
1655,        Тульская область,Центральный федеральный округ,01.01.2021,58072.0
1656,        Ярославская область,Центральный федеральный округ,01.01.2021,179065.0
1657,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.01.2021,1859315.0
1658,        Республика Карелия,Северо-Западный федеральный округ,01.01.2021,95351.0
1659,        Республика Коми,Северо-Западный федеральный округ,01.01.2021,38575.0
1660,        Архангельская область,Северо-Западный федеральный округ,01.01.2021,60714.0
1661,        Вологодская область,Северо-Западный федеральный округ,01.01.2021,112757.0
1662,        Калининградская область,Северо-Западный федеральный округ,01.01.2021,125436.0
1663,        Ленинградская область,Северо-Западный федеральный округ,01.01.2021,152368.0
1664,        Мурманская область,Северо-Западный федеральный округ,01.01.2021,71755.0
1665,        Новгородская область,Северо-Западный федеральный округ,01.01.2021,46113.0
1666,        Псковская область,Северо-Западный федеральный округ,01.01.2021,71453.0
1667,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.01.2021,492359.0
1668,        Республика Адыгея (Адыгея),Южный федеральный округ,01.01.2021,22397.0
1669,        Республика Калмыкия,Южный федеральный округ,01.01.2021,3586.0
1670,        Республика Крым,Южный федеральный округ,01.01.2021,284401.0
1671,        Краснодарский край,Южный федеральный округ,01.01.2021,1186227.0
1672,        Астраханская область,Южный федеральный округ,01.01.2021,34007.0
1673,        Волгоградская область,Южный федеральный округ,01.01.2021,81319.0
1674,        Ростовская область,Южный федеральный округ,01.01.2021,111239.0
1675,        Город федерального значения Севастополь,Южный федеральный округ,01.01.2021,9654.0
1676,        Республика Дагестан,Северо-Кавказский федеральный округ,01.01.2021,8820.0
1677,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.01.2021,4474.0
1678,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.01.2021,16565.0
1679,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.01.2021,27819.0
1680,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.01.2021,11298.0
1681,        Чеченская Республика,Северо-Кавказский федеральный округ,01.01.2021,19322.0
1682,        Ставропольский край,Северо-Кавказский федеральный округ,01.01.2021,180753.0
1683,        Республика Башкортостан,Приволжский федеральный округ,01.01.2021,245592.0
1684,        Республика Марий Эл,Приволжский федеральный округ,01.01.2021,25365.0
1685,        Республика Мордовия,Приволжский федеральный округ,01.01.2021,21340.0
1686,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.01.2021,431023.0
1687,        Удмуртская Республика,Приволжский федеральный округ,01.01.2021,60805.0
1688,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.01.2021,37174.0
1689,        Пермский край,Приволжский федеральный округ,01.01.2021,111188.0
1690,        Кировская область,Приволжский федеральный округ,01.01.2021,47774.0
1691,        Нижегородская область,Приволжский федеральный округ,01.01.2021,206341.0
1692,        Оренбургская область,Приволжский федеральный округ,01.01.2021,59384.0
1693,        Пензенская область,Приволжский федеральный округ,01.01.2021,41276.0
1694,        Самарская область,Приволжский федеральный округ,01.01.2021,132053.0
1695,        Саратовская область,Приволжский федеральный округ,01.01.2021,79030.0
1696,        Ульяновская область,Приволжский федеральный округ,01.01.2021,57358.0
1697,        Курганская область,Уральский федеральный округ,01.01.2021,19357.0
1698,        Свердловская область,Уральский федеральный округ,01.01.2021,331858.0
1699,        Тюменская область,Уральский федеральный округ,01.01.2021,357419.0
1700,        Челябинская область,Уральский федеральный округ,01.01.2021,146665.0
1701,        Республика Алтай,Сибирский федеральный округ,01.01.2021,22363.0
1702,        Республика Тыва,Сибирский федеральный округ,01.01.2021,4903.0
1703,        Республика Хакасия,Сибирский федеральный округ,01.01.2021,34242.0
1704,        Алтайский край,Сибирский федеральный округ,01.01.2021,115344.0
1705,        Красноярский край,Сибирский федеральный округ,01.01.2021,131080.0
1706,        Иркутская область,Сибирский федеральный округ,01.01.2021,115488.0
1707,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.01.2021,126686.0
1708,        Новосибирская область,Сибирский федеральный округ,01.01.2021,187057.0
1709,        Омская область,Сибирский федеральный округ,01.01.2021,44917.0
1710,        Томская область,Сибирский федеральный округ,01.01.2021,17138.0
1711,        Республика Бурятия,Дальневосточный федеральный округ,01.01.2021,44307.0
1712,        Забайкальский край,Дальневосточный федеральный округ,01.01.2021,24381.0
1713,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.01.2021,27710.0
1714,        Камчатский край,Дальневосточный федеральный округ,01.01.2021,27418.0
1715,        Приморский край,Дальневосточный федеральный округ,01.01.2021,128459.0
1716,        Хабаровский край,Дальневосточный федеральный округ,01.01.2021,52863.0
1717,        Амурская область,Дальневосточный федеральный округ,01.01.2021,40984.0
1718,        Магаданская область,Дальневосточный федеральный округ,01.01.2021,11419.0
1719,        Сахалинская область,Дальневосточный федеральный округ,01.01.2021,42957.0
1720,        Еврейская автономная область,Дальневосточный федеральный округ,01.01.2021,5786.0
1721,        Чукотский автономный округ,Дальневосточный федеральный округ,01.01.2021,4195.0
1722,        Белгородская область,Центральный федеральный округ,01.04.2021,50343.0
1723,        Брянская область,Центральный федеральный округ,01.04.2021,63383.0
1724,        Владимирская область,Центральный федеральный округ,01.04.2021,159798.0
1725,        Воронежская область,Центральный федеральный округ,01.04.2021,129456.0
1726,        Ивановская область,Центральный федеральный округ,01.04.2021,60761.0
1727,        Калужская область,Центральный федеральный округ,01.04.2021,113348.0
1728,        Костромская область,Центральный федеральный округ,01.04.2021,60080.0
1729,        Курская область,Центральный федеральный округ,01.04.2021,38312.0
1730,        Липецкая область,Центральный федеральный округ,01.04.2021,57461.0
1731,        Московская область,Центральный федеральный округ,01.04.2021,1064802.0
1732,        Орловская область,Центральный федеральный округ,01.04.2021,30851.0
1733,        Рязанская область,Центральный федеральный округ,01.04.2021,91086.0
1734,        Смоленская область,Центральный федеральный округ,01.04.2021,51662.0
1735,        Тамбовская область,Центральный федеральный округ,01.04.2021,46753.0
1736,        Тверская область,Центральный федеральный округ,01.04.2021,141360.0
1737,        Тульская область,Центральный федеральный округ,01.04.2021,117565.0
1738,        Ярославская область,Центральный федеральный округ,01.04.2021,227518.0
1739,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.04.2021,2004947.0
1740,        Республика Карелия,Северо-Западный федеральный округ,01.04.2021,125711.0
1741,        Республика Коми,Северо-Западный федеральный округ,01.04.2021,38328.0
1742,        Архангельская область,Северо-Западный федеральный округ,01.04.2021,76797.0
1743,        Вологодская область,Северо-Западный федеральный округ,01.04.2021,106019.0
1744,        Калининградская область,Северо-Западный федеральный округ,01.04.2021,275388.0
1745,        Ленинградская область,Северо-Западный федеральный округ,01.04.2021,176173.0
1746,        Мурманская область,Северо-Западный федеральный округ,01.04.2021,60679.0
1747,        Новгородская область,Северо-Западный федеральный округ,01.04.2021,67074.0
1748,        Псковская область,Северо-Западный федеральный округ,01.04.2021,91851.0
1749,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.04.2021,753366.0
1750,        Республика Адыгея (Адыгея),Южный федеральный округ,01.04.2021,11228.0
1751,        Республика Калмыкия,Южный федеральный округ,01.04.2021,574952.0
1752,        Республика Крым,Южный федеральный округ,01.04.2021,2188831.0
1753,        Краснодарский край,Южный федеральный округ,01.04.2021,93281.0
1754,        Астраханская область,Южный федеральный округ,01.04.2021,172656.0
1755,        Волгоградская область,Южный федеральный округ,01.04.2021,222049.0
1756,        Ростовская область,Южный федеральный округ,01.04.2021,52487.0
1757,        Город федерального значения Севастополь,Южный федеральный округ,01.04.2021,405431.0
1758,        Республика Дагестан,Северо-Кавказский федеральный округ,01.04.2021,6160.0
1759,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.04.2021,40231.0
1760,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.04.2021,23254.0
1761,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.04.2021,21146.0
1762,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.04.2021,30588.0
1763,        Чеченская Республика,Северо-Кавказский федеральный округ,01.04.2021,253700.0
1764,        Ставропольский край,Северо-Кавказский федеральный округ,01.04.2021,2024744.0
1765,        Республика Башкортостан,Приволжский федеральный округ,01.04.2021,31307.0
1766,        Республика Марий Эл,Приволжский федеральный округ,01.04.2021,24809.0
1767,        Республика Мордовия,Приволжский федеральный округ,01.04.2021,539393.0
1768,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.04.2021,83875.0
1769,        Удмуртская Республика,Приволжский федеральный округ,01.04.2021,59151.0
1770,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.04.2021,141896.0
1771,        Пермский край,Приволжский федеральный округ,01.04.2021,64350.0
1772,        Кировская область,Приволжский федеральный округ,01.04.2021,252528.0
1773,        Нижегородская область,Приволжский федеральный округ,01.04.2021,66909.0
1774,        Оренбургская область,Приволжский федеральный округ,01.04.2021,47385.0
1775,        Пензенская область,Приволжский федеральный округ,01.04.2021,195413.0
1776,        Самарская область,Приволжский федеральный округ,01.04.2021,136457.0
1777,        Саратовская область,Приволжский федеральный округ,01.04.2021,75458.0
1778,        Ульяновская область,Приволжский федеральный округ,01.04.2021,915632.0
1779,        Курганская область,Уральский федеральный округ,01.04.2021,349994.0
1780,        Свердловская область,Уральский федеральный округ,01.04.2021,343514.0
1781,        Тюменская область,Уральский федеральный округ,01.04.2021,119377.0
1782,        Челябинская область,Уральский федеральный округ,01.04.2021,1051002.0
1783,        Республика Алтай,Сибирский федеральный округ,01.04.2021,31217.0
1784,        Республика Тыва,Сибирский федеральный округ,01.04.2021,169167.0
1785,        Республика Хакасия,Сибирский федеральный округ,01.04.2021,159179.0
1786,        Алтайский край,Сибирский федеральный округ,01.04.2021,114682.0
1787,        Красноярский край,Сибирский федеральный округ,01.04.2021,130426.0
1788,        Иркутская область,Сибирский федеральный округ,01.04.2021,241734.0
1789,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.04.2021,125663.0
1790,        Новосибирская область,Сибирский федеральный округ,01.04.2021,27974.0
1791,        Омская область,Сибирский федеральный округ,01.04.2021,615023.0
1792,        Томская область,Сибирский федеральный округ,01.04.2021,54737.0
1793,        Республика Бурятия,Дальневосточный федеральный округ,01.04.2021,33330.0
1794,        Забайкальский край,Дальневосточный федеральный округ,01.04.2021,170997.0
1795,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.04.2021,132614.0
1796,        Камчатский край,Дальневосточный федеральный округ,01.04.2021,67065.0
