,Область,Округ,Год,Кол-во
464,        Самарская область,Приволжский федеральный округ,01.04.2017,142886
465,        Саратовская область,Приволжский федеральный округ,01.04.2017,38751
466,        Ульяновская область,Приволжский федеральный округ,01.04.2017,61723
467,        Курганская область,Уральский федеральный округ,01.04.2017,37072
468,        Свердловская область,Уральский федеральный округ,01.04.2017,239998
469,        Тюменская область,Уральский федеральный округ,01.04.2017,253798
470,        Челябинская область,Уральский федеральный округ,01.04.2017,169595
471,        Республика Алтай,Сибирский федеральный округ,01.04.2017,66725
472,        Республика Тыва,Сибирский федеральный округ,01.04.2017,5868
473,        Республика Хакасия,Сибирский федеральный округ,01.04.2017,40789
474,        Алтайский край,Сибирский федеральный округ,01.04.2017,142341
475,        Красноярский край,Сибирский федеральный округ,01.04.2017,155159
476,        Иркутская область,Сибирский федеральный округ,01.04.2017,125983
477,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.04.2017,105036
478,        Новосибирская область,Сибирский федеральный округ,01.04.2017,93237
479,        Омская область,Сибирский федеральный округ,01.04.2017,112170
480,        Томская область,Сибирский федеральный округ,01.04.2017,33576
481,        Республика Бурятия,Дальневосточный федеральный округ,01.04.2017,74532
482,        Забайкальский край,Дальневосточный федеральный округ,01.04.2017,56705
483,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.04.2017,34045
484,        Камчатский край,Дальневосточный федеральный округ,01.04.2017,25589
485,        Приморский край,Дальневосточный федеральный округ,01.04.2017,168404
486,        Хабаровский край,Дальневосточный федеральный округ,01.04.2017,172509
487,        Амурская область,Дальневосточный федеральный округ,01.04.2017,36924
488,        Магаданская область,Дальневосточный федеральный округ,01.04.2017,16362
489,        Сахалинская область,Дальневосточный федеральный округ,01.04.2017,15539
490,        Еврейская автономная область,Дальневосточный федеральный округ,01.04.2017,4585
491,        Чукотский автономный округ,Дальневосточный федеральный округ,01.04.2017,2892
492,        Белгородская область,Центральный федеральный округ,01.07.2017,58694
493,        Брянская область,Центральный федеральный округ,01.07.2017,55655
494,        Владимирская область,Центральный федеральный округ,01.07.2017,161385
495,        Воронежская область,Центральный федеральный округ,01.07.2017,148722
496,        Ивановская область,Центральный федеральный округ,01.07.2017,79756
497,        Калужская область,Центральный федеральный округ,01.07.2017,100176
498,        Костромская область,Центральный федеральный округ,01.07.2017,37453
499,        Курская область,Центральный федеральный округ,01.07.2017,82608
500,        Липецкая область,Центральный федеральный округ,01.07.2017,53144
501,        Московская область,Центральный федеральный округ,01.07.2017,1078434
502,        Орловская область,Центральный федеральный округ,01.07.2017,23915
503,        Рязанская область,Центральный федеральный округ,01.07.2017,101661
504,        Смоленская область,Центральный федеральный округ,01.07.2017,41060
505,        Тамбовская область,Центральный федеральный округ,01.07.2017,40218
506,        Тверская область,Центральный федеральный округ,01.07.2017,141151
507,        Тульская область,Центральный федеральный округ,01.07.2017,98874
508,        Ярославская область,Центральный федеральный округ,01.07.2017,265218
509,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.07.2017,1727482
510,        Республика Карелия,Северо-Западный федеральный округ,01.07.2017,112376
511,        Республика Коми,Северо-Западный федеральный округ,01.07.2017,41637
512,        Архангельская область,Северо-Западный федеральный округ,01.07.2017,61911
513,        Вологодская область,Северо-Западный федеральный округ,01.07.2017,93463
514,        Калининградская область,Северо-Западный федеральный округ,01.07.2017,273737
515,        Ленинградская область,Северо-Западный федеральный округ,01.07.2017,197805
516,        Мурманская область,Северо-Западный федеральный округ,01.07.2017,81215
517,        Новгородская область,Северо-Западный федеральный округ,01.07.2017,107673
518,        Псковская область,Северо-Западный федеральный округ,01.07.2017,109594
519,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.07.2017,654275
520,        Республика Адыгея (Адыгея),Южный федеральный округ,01.07.2017,1339
521,        Республика Калмыкия,Южный федеральный округ,01.07.2017,9130
522,        Республика Крым,Южный федеральный округ,01.07.2017,645721
523,        Краснодарский край,Южный федеральный округ,01.07.2017,3050885
524,        Астраханская область,Южный федеральный округ,01.07.2017,47230
525,        Волгоградская область,Южный федеральный округ,01.07.2017,176795
526,        Ростовская область,Южный федеральный округ,01.07.2017,292506
527,        Город федерального значения Севастополь,Южный федеральный округ,01.07.2017,79126
528,        Республика Дагестан,Северо-Кавказский федеральный округ,01.07.2017,37892
529,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.07.2017,916
530,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.07.2017,15813
531,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.07.2017,34106
532,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.07.2017,9337
533,        Чеченская Республика,Северо-Кавказский федеральный округ,01.07.2017,5466
534,        Ставропольский край,Северо-Кавказский федеральный округ,01.07.2017,282442
535,        Республика Башкортостан,Приволжский федеральный округ,01.07.2017,261740
536,        Республика Марий Эл,Приволжский федеральный округ,01.07.2017,39363
537,        Республика Мордовия,Приволжский федеральный округ,01.07.2017,28891
538,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.07.2017,548995
539,        Удмуртская Республика,Приволжский федеральный округ,01.07.2017,75324
540,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.07.2017,65340
541,        Пермский край,Приволжский федеральный округ,01.07.2017,155571
542,        Кировская область,Приволжский федеральный округ,01.07.2017,79434
543,        Нижегородская область,Приволжский федеральный округ,01.07.2017,296006
544,        Оренбургская область,Приволжский федеральный округ,01.07.2017,101628
545,        Пензенская область,Приволжский федеральный округ,01.07.2017,38730
546,        Самарская область,Приволжский федеральный округ,01.07.2017,237263
547,        Саратовская область,Приволжский федеральный округ,01.07.2017,184485
548,        Ульяновская область,Приволжский федеральный округ,01.07.2017,82780
549,        Курганская область,Уральский федеральный округ,01.07.2017,52759
550,        Свердловская область,Уральский федеральный округ,01.07.2017,324602
551,        Тюменская область,Уральский федеральный округ,01.07.2017,232312
552,        Челябинская область,Уральский федеральный округ,01.07.2017,255159
553,        Республика Алтай,Сибирский федеральный округ,01.07.2017,81123
554,        Республика Тыва,Сибирский федеральный округ,01.07.2017,5204
555,        Республика Хакасия,Сибирский федеральный округ,01.07.2017,61283
556,        Алтайский край,Сибирский федеральный округ,01.07.2017,253189
557,        Красноярский край,Сибирский федеральный округ,01.07.2017,217618
558,        Иркутская область,Сибирский федеральный округ,01.07.2017,157959
559,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.07.2017,123809
560,        Новосибирская область,Сибирский федеральный округ,01.07.2017,412654
561,        Омская область,Сибирский федеральный округ,01.07.2017,111750
562,        Томская область,Сибирский федеральный округ,01.07.2017,34566
563,        Республика Бурятия,Дальневосточный федеральный округ,01.07.2017,143450
564,        Забайкальский край,Дальневосточный федеральный округ,01.07.2017,56131
565,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.07.2017,42504
566,        Камчатский край,Дальневосточный федеральный округ,01.07.2017,39530
567,        Приморский край,Дальневосточный федеральный округ,01.07.2017,299198
568,        Хабаровский край,Дальневосточный федеральный округ,01.07.2017,178476
569,        Амурская область,Дальневосточный федеральный округ,01.07.2017,25226
570,        Магаданская область,Дальневосточный федеральный округ,01.07.2017,16421
571,        Сахалинская область,Дальневосточный федеральный округ,01.07.2017,38228
572,        Еврейская автономная область,Дальневосточный федеральный округ,01.07.2017,4834
573,        Чукотский автономный округ,Дальневосточный федеральный округ,01.07.2017,3039
574,        Белгородская область,Центральный федеральный округ,01.10.2017,37608
575,        Брянская область,Центральный федеральный округ,01.10.2017,44876
576,        Владимирская область,Центральный федеральный округ,01.10.2017,51352
577,        Воронежская область,Центральный федеральный округ,01.10.2017,102560
578,        Ивановская область,Центральный федеральный округ,01.10.2017,65543
579,        Калужская область,Центральный федеральный округ,01.10.2017,107473
580,        Костромская область,Центральный федеральный округ,01.10.2017,65759
581,        Курская область,Центральный федеральный округ,01.10.2017,72127
582,        Липецкая область,Центральный федеральный округ,01.10.2017,35315
583,        Московская область,Центральный федеральный округ,01.10.2017,594637
584,        Орловская область,Центральный федеральный округ,01.10.2017,25930
585,        Рязанская область,Центральный федеральный округ,01.10.2017,73483
586,        Смоленская область,Центральный федеральный округ,01.10.2017,52586
587,        Тамбовская область,Центральный федеральный округ,01.10.2017,43290
588,        Тверская область,Центральный федеральный округ,01.10.2017,88511
589,        Тульская область,Центральный федеральный округ,01.10.2017,175260
590,        Ярославская область,Центральный федеральный округ,01.10.2017,154226
591,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.10.2017,2014183
592,        Республика Карелия,Северо-Западный федеральный округ,01.10.2017,67535
593,        Республика Коми,Северо-Западный федеральный округ,01.10.2017,59121
594,        Архангельская область,Северо-Западный федеральный округ,01.10.2017,63681
595,        Вологодская область,Северо-Западный федеральный округ,01.10.2017,49692
596,        Калининградская область,Северо-Западный федеральный округ,01.10.2017,56051
597,        Ленинградская область,Северо-Западный федеральный округ,01.10.2017,193054
598,        Мурманская область,Северо-Западный федеральный округ,01.10.2017,70026
599,        Новгородская область,Северо-Западный федеральный округ,01.10.2017,111629
600,        Псковская область,Северо-Западный федеральный округ,01.10.2017,69711
601,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.10.2017,544441
602,        Республика Адыгея (Адыгея),Южный федеральный округ,01.10.2017,9356
603,        Республика Калмыкия,Южный федеральный округ,01.10.2017,8021
604,        Республика Крым,Южный федеральный округ,01.10.2017,595845
605,        Краснодарский край,Южный федеральный округ,01.10.2017,989534
606,        Астраханская область,Южный федеральный округ,01.10.2017,78746
607,        Волгоградская область,Южный федеральный округ,01.10.2017,168503
608,        Ростовская область,Южный федеральный округ,01.10.2017,163978
609,        Город федерального значения Севастополь,Южный федеральный округ,01.10.2017,13741
610,        Республика Дагестан,Северо-Кавказский федеральный округ,01.10.2017,34050
611,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.10.2017,2553
612,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.10.2017,15513
613,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.10.2017,46163
614,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.10.2017,7158
615,        Чеченская Республика,Северо-Кавказский федеральный округ,01.10.2017,17632
616,        Ставропольский край,Северо-Кавказский федеральный округ,01.10.2017,225937
617,        Республика Башкортостан,Приволжский федеральный округ,01.10.2017,325505
618,        Республика Марий Эл,Приволжский федеральный округ,01.10.2017,23055
619,        Республика Мордовия,Приволжский федеральный округ,01.10.2017,31135
620,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.10.2017,453533
621,        Удмуртская Республика,Приволжский федеральный округ,01.10.2017,84441
622,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.10.2017,59130
623,        Пермский край,Приволжский федеральный округ,01.10.2017,179870
624,        Кировская область,Приволжский федеральный округ,01.10.2017,77237
625,        Нижегородская область,Приволжский федеральный округ,01.10.2017,227996
626,        Оренбургская область,Приволжский федеральный округ,01.10.2017,87483
627,        Пензенская область,Приволжский федеральный округ,01.10.2017,47244
628,        Самарская область,Приволжский федеральный округ,01.10.2017,182013
629,        Саратовская область,Приволжский федеральный округ,01.10.2017,30996
630,        Ульяновская область,Приволжский федеральный округ,01.10.2017,73313
631,        Курганская область,Уральский федеральный округ,01.10.2017,40661
632,        Свердловская область,Уральский федеральный округ,01.10.2017,277886
633,        Тюменская область,Уральский федеральный округ,01.10.2017,277301
634,        Челябинская область,Уральский федеральный округ,01.10.2017,186790
635,        Республика Алтай,Сибирский федеральный округ,01.10.2017,48664
636,        Республика Тыва,Сибирский федеральный округ,01.10.2017,7045
637,        Республика Хакасия,Сибирский федеральный округ,01.10.2017,12362
638,        Алтайский край,Сибирский федеральный округ,01.10.2017,162214
639,        Красноярский край,Сибирский федеральный округ,01.10.2017,160482
640,        Иркутская область,Сибирский федеральный округ,01.10.2017,137293
641,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.10.2017,97791
642,        Новосибирская область,Сибирский федеральный округ,01.10.2017,230230
643,        Омская область,Сибирский федеральный округ,01.10.2017,115187
644,        Томская область,Сибирский федеральный округ,01.10.2017,22911
645,        Республика Бурятия,Дальневосточный федеральный округ,01.10.2017,61571
646,        Забайкальский край,Дальневосточный федеральный округ,01.10.2017,60772
647,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.10.2017,33069
648,        Камчатский край,Дальневосточный федеральный округ,01.10.2017,22744
649,        Приморский край,Дальневосточный федеральный округ,01.10.2017,188002
650,        Хабаровский край,Дальневосточный федеральный округ,01.10.2017,133267
651,        Амурская область,Дальневосточный федеральный округ,01.10.2017,28551
652,        Магаданская область,Дальневосточный федеральный округ,01.10.2017,17456
653,        Сахалинская область,Дальневосточный федеральный округ,01.10.2017,28193
654,        Еврейская автономная область,Дальневосточный федеральный округ,01.10.2017,4754
655,        Чукотский автономный округ,Дальневосточный федеральный округ,01.10.2017,2427
656,        Белгородская область,Центральный федеральный округ,01.01.2018,57192.0
657,        Брянская область,Центральный федеральный округ,01.01.2018,42317.0
658,        Владимирская область,Центральный федеральный округ,01.01.2018,119397.0
659,        Воронежская область,Центральный федеральный округ,01.01.2018,123803.0
660,        Ивановская область,Центральный федеральный округ,01.01.2018,54052.0
661,        Калужская область,Центральный федеральный округ,01.01.2018,95321.0
662,        Костромская область,Центральный федеральный округ,01.01.2018,46911.0
663,        Курская область,Центральный федеральный округ,01.01.2018,43593.0
664,        Липецкая область,Центральный федеральный округ,01.01.2018,28182.0
665,        Московская область,Центральный федеральный округ,01.01.2018,657965.0
666,        Орловская область,Центральный федеральный округ,01.01.2018,24091.0
667,        Рязанская область,Центральный федеральный округ,01.01.2018,82401.0
668,        Смоленская область,Центральный федеральный округ,01.01.2018,60129.0
669,        Тамбовская область,Центральный федеральный округ,01.01.2018,27087.0
670,        Тверская область,Центральный федеральный округ,01.01.2018,75372.0
671,        Тульская область,Центральный федеральный округ,01.01.2018,75977.0
672,        Ярославская область,Центральный федеральный округ,01.01.2018,176795.0
673,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.01.2018,1317517.0
674,        Республика Карелия,Северо-Западный федеральный округ,01.01.2018,93933.0
675,        Республика Коми,Северо-Западный федеральный округ,01.01.2018,66406.0
676,        Архангельская область,Северо-Западный федеральный округ,01.01.2018,68314.0
677,        Вологодская область,Северо-Западный федеральный округ,01.01.2018,138416.0
678,        Калининградская область,Северо-Западный федеральный округ,01.01.2018,87343.0
679,        Ленинградская область,Северо-Западный федеральный округ,01.01.2018,116705.0
680,        Мурманская область,Северо-Западный федеральный округ,01.01.2018,57014.0
681,        Новгородская область,Северо-Западный федеральный округ,01.01.2018,66690.0
682,        Псковская область,Северо-Западный федеральный округ,01.01.2018,75561.0
683,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.01.2018,448157.0
684,        Республика Адыгея (Адыгея),Южный федеральный округ,01.01.2018,23795.0
685,        Республика Калмыкия,Южный федеральный округ,01.01.2018,8477.0
686,        Республика Крым,Южный федеральный округ,01.01.2018,117358.0
687,        Краснодарский край,Южный федеральный округ,01.01.2018,849966.0
688,        Астраханская область,Южный федеральный округ,01.01.2018,32131.0
689,        Волгоградская область,Южный федеральный округ,01.01.2018,73813.0
690,        Ростовская область,Южный федеральный округ,01.01.2018,109964.0
691,        Город федерального значения Севастополь,Южный федеральный округ,01.01.2018,5340.0
692,        Республика Дагестан,Северо-Кавказский федеральный округ,01.01.2018,12045.0
693,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.01.2018,1570.0
694,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.01.2018,23224.0
695,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.01.2018,34625.0
696,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.01.2018,7286.0
697,        Чеченская Республика,Северо-Кавказский федеральный округ,01.01.2018,9904.0
698,        Ставропольский край,Северо-Кавказский федеральный округ,01.01.2018,174829.0
699,        Республика Башкортостан,Приволжский федеральный округ,01.01.2018,236979.0
700,        Республика Марий Эл,Приволжский федеральный округ,01.01.2018,24443.0
701,        Республика Мордовия,Приволжский федеральный округ,01.01.2018,21312.0
702,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.01.2018,433633.0
703,        Удмуртская Республика,Приволжский федеральный округ,01.01.2018,75130.0
704,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.01.2018,71256.0
705,        Пермский край,Приволжский федеральный округ,01.01.2018,133792.0
706,        Кировская область,Приволжский федеральный округ,01.01.2018,69751.0
707,        Нижегородская область,Приволжский федеральный округ,01.01.2018,261722.0
708,        Оренбургская область,Приволжский федеральный округ,01.01.2018,74718.0
709,        Пензенская область,Приволжский федеральный округ,01.01.2018,28498.0
710,        Самарская область,Приволжский федеральный округ,01.01.2018,152695.0
711,        Саратовская область,Приволжский федеральный округ,01.01.2018,35675.0
712,        Ульяновская область,Приволжский федеральный округ,01.01.2018,41073.0
713,        Курганская область,Уральский федеральный округ,01.01.2018,24845.0
714,        Свердловская область,Уральский федеральный округ,01.01.2018,294959.0
715,        Тюменская область,Уральский федеральный округ,01.01.2018,346038.0
716,        Челябинская область,Уральский федеральный округ,01.01.2018,175945.0
717,        Республика Алтай,Сибирский федеральный округ,01.01.2018,8190.0
718,        Республика Тыва,Сибирский федеральный округ,01.01.2018,2068.0
719,        Республика Хакасия,Сибирский федеральный округ,01.01.2018,16659.0
720,        Алтайский край,Сибирский федеральный округ,01.01.2018,112452.0
721,        Красноярский край,Сибирский федеральный округ,01.01.2018,135492.0
722,        Иркутская область,Сибирский федеральный округ,01.01.2018,130141.0
723,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.01.2018,133410.0
724,        Новосибирская область,Сибирский федеральный округ,01.01.2018,160026.0
725,        Омская область,Сибирский федеральный округ,01.01.2018,70813.0
726,        Томская область,Сибирский федеральный округ,01.01.2018,24196.0
727,        Республика Бурятия,Дальневосточный федеральный округ,01.01.2018,41389.0
728,        Забайкальский край,Дальневосточный федеральный округ,01.01.2018,23561.0
729,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.01.2018,47596.0
730,        Камчатский край,Дальневосточный федеральный округ,01.01.2018,26672.0
731,        Приморский край,Дальневосточный федеральный округ,01.01.2018,149415.0
732,        Хабаровский край,Дальневосточный федеральный округ,01.01.2018,109079.0
733,        Амурская область,Дальневосточный федеральный округ,01.01.2018,55639.0
734,        Магаданская область,Дальневосточный федеральный округ,01.01.2018,14624.0
735,        Сахалинская область,Дальневосточный федеральный округ,01.01.2018,39877.0
736,        Еврейская автономная область,Дальневосточный федеральный округ,01.01.2018,4624.0
737,        Чукотский автономный округ,Дальневосточный федеральный округ,01.01.2018,3658.0
738,        Белгородская область,Центральный федеральный округ,01.04.2018,80646
739,        Брянская область,Центральный федеральный округ,01.04.2018,25448
740,        Владимирская область,Центральный федеральный округ,01.04.2018,159564
741,        Воронежская область,Центральный федеральный округ,01.04.2018,64732
742,        Ивановская область,Центральный федеральный округ,01.04.2018,58965
743,        Калужская область,Центральный федеральный округ,01.04.2018,127615
744,        Костромская область,Центральный федеральный округ,01.04.2018,60130
745,        Курская область,Центральный федеральный округ,01.04.2018,66176
746,        Липецкая область,Центральный федеральный округ,01.04.2018,54995
747,        Московская область,Центральный федеральный округ,01.04.2018,750860
748,        Орловская область,Центральный федеральный округ,01.04.2018,30224
749,        Рязанская область,Центральный федеральный округ,01.04.2018,84654
750,        Смоленская область,Центральный федеральный округ,01.04.2018,57393
751,        Тамбовская область,Центральный федеральный округ,01.04.2018,33014
752,        Тверская область,Центральный федеральный округ,01.04.2018,94264
753,        Тульская область,Центральный федеральный округ,01.04.2018,98500
754,        Ярославская область,Центральный федеральный округ,01.04.2018,183688
755,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,01.04.2018,2299462
756,        Республика Карелия,Северо-Западный федеральный округ,01.04.2018,109710
757,        Республика Коми,Северо-Западный федеральный округ,01.04.2018,47708
758,        Архангельская область,Северо-Западный федеральный округ,01.04.2018,65709
759,        Вологодская область,Северо-Западный федеральный округ,01.04.2018,138416
760,        Калининградская область,Северо-Западный федеральный округ,01.04.2018,250253
761,        Ленинградская область,Северо-Западный федеральный округ,01.04.2018,161176
762,        Мурманская область,Северо-Западный федеральный округ,01.04.2018,52993
763,        Новгородская область,Северо-Западный федеральный округ,01.04.2018,85370
764,        Псковская область,Северо-Западный федеральный округ,01.04.2018,109932
765,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,01.04.2018,1012944
766,        Республика Адыгея (Адыгея),Южный федеральный округ,01.04.2018,29883
767,        Республика Калмыкия,Южный федеральный округ,01.04.2018,8833
768,        Республика Крым,Южный федеральный округ,01.04.2018,337802
769,        Краснодарский край,Южный федеральный округ,01.04.2018,1390604
770,        Астраханская область,Южный федеральный округ,01.04.2018,86606
771,        Волгоградская область,Южный федеральный округ,01.04.2018,185387
772,        Ростовская область,Южный федеральный округ,01.04.2018,352063
773,        Город федерального значения Севастополь,Южный федеральный округ,01.04.2018,23124
774,        Республика Дагестан,Северо-Кавказский федеральный округ,01.04.2018,16814
775,        Республика Ингушетия,Северо-Кавказский федеральный округ,01.04.2018,1613
776,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,01.04.2018,28501
777,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,01.04.2018,22377
778,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,01.04.2018,12335
779,        Чеченская Республика,Северо-Кавказский федеральный округ,01.04.2018,11055
780,        Ставропольский край,Северо-Кавказский федеральный округ,01.04.2018,261123
781,        Республика Башкортостан,Приволжский федеральный округ,01.04.2018,257772
782,        Республика Марий Эл,Приволжский федеральный округ,01.04.2018,39642
783,        Республика Мордовия,Приволжский федеральный округ,01.04.2018,34128
784,        Республика Татарстан (Татарстан),Приволжский федеральный округ,01.04.2018,469139
785,        Удмуртская Республика,Приволжский федеральный округ,01.04.2018,81363
786,        Чувашская Республика - Чувашия,Приволжский федеральный округ,01.04.2018,89639
787,        Пермский край,Приволжский федеральный округ,01.04.2018,170739
788,        Кировская область,Приволжский федеральный округ,01.04.2018,61080
789,        Нижегородская область,Приволжский федеральный округ,01.04.2018,340444
790,        Оренбургская область,Приволжский федеральный округ,01.04.2018,103598
791,        Пензенская область,Приволжский федеральный округ,01.04.2018,38516
792,        Самарская область,Приволжский федеральный округ,01.04.2018,217639
793,        Саратовская область,Приволжский федеральный округ,01.04.2018,142034
794,        Ульяновская область,Приволжский федеральный округ,01.04.2018,89771
795,        Курганская область,Уральский федеральный округ,01.04.2018,39506
796,        Свердловская область,Уральский федеральный округ,01.04.2018,320452
797,        Тюменская область,Уральский федеральный округ,01.04.2018,365093
798,        Челябинская область,Уральский федеральный округ,01.04.2018,233627
799,        Республика Алтай,Сибирский федеральный округ,01.04.2018,8594
800,        Республика Тыва,Сибирский федеральный округ,01.04.2018,7925
801,        Республика Хакасия,Сибирский федеральный округ,01.04.2018,25441
802,        Алтайский край,Сибирский федеральный округ,01.04.2018,163954
803,        Красноярский край,Сибирский федеральный округ,01.04.2018,144669
804,        Иркутская область,Сибирский федеральный округ,01.04.2018,127326
805,        Кемеровская область - Кузбасс,Сибирский федеральный округ,01.04.2018,81600
806,        Новосибирская область,Сибирский федеральный округ,01.04.2018,249074
807,        Омская область,Сибирский федеральный округ,01.04.2018,140618
808,        Томская область,Сибирский федеральный округ,01.04.2018,57908
809,        Республика Бурятия,Дальневосточный федеральный округ,01.04.2018,89931
810,        Забайкальский край,Дальневосточный федеральный округ,01.04.2018,50025
811,        Республика Саха (Якутия),Дальневосточный федеральный округ,01.04.2018,37890
812,        Камчатский край,Дальневосточный федеральный округ,01.04.2018,30086
813,        Приморский край,Дальневосточный федеральный округ,01.04.2018,280846
814,        Хабаровский край,Дальневосточный федеральный округ,01.04.2018,137504
815,        Амурская область,Дальневосточный федеральный округ,01.04.2018,73642
