,Область,Округ,Год,Кол-во
438,        Республика Адыгея (Адыгея),Южный федеральный округ,2018,114400.0
439,        Республика Калмыкия,Южный федеральный округ,2018,38307.0
440,        Республика Крым,Южный федеральный округ,2018,2028971.0
441,        Краснодарский край,Южный федеральный округ,2018,7820963.0
442,        Астраханская область,Южный федеральный округ,2018,222970.0
443,        Волгоградская область,Южный федеральный округ,2018,691657.0
444,        Ростовская область,Южный федеральный округ,2018,1111305.0
445,        Город федерального значения Севастополь,Южный федеральный округ,2018,162477.0
446,        Республика Дагестан,Северо-Кавказский федеральный округ,2018,184140.0
447,        Республика Ингушетия,Северо-Кавказский федеральный округ,2018,10013.0
448,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,2018,120446.0
449,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,2018,102053.0
450,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,2018,67939.0
451,        Чеченская Республика,Северо-Кавказский федеральный округ,2018,65546.0
452,        Ставропольский край,Северо-Кавказский федеральный округ,2018,1034314.0
453,        Республика Башкортостан,Приволжский федеральный округ,2018,1145057.0
454,        Республика Марий Эл,Приволжский федеральный округ,2018,134411.0
455,        Республика Мордовия,Приволжский федеральный округ,2018,126277.0
456,        Республика Татарстан (Татарстан),Приволжский федеральный округ,2018,2117233.0
457,        Удмуртская Республика,Приволжский федеральный округ,2018,351240.0
458,        Чувашская Республика - Чувашия,Приволжский федеральный округ,2018,268960.0
459,        Пермский край,Приволжский федеральный округ,2018,710633.0
460,        Кировская область,Приволжский федеральный округ,2018,305326.0
461,        Нижегородская область,Приволжский федеральный округ,2018,1089925.0
462,        Оренбургская область,Приволжский федеральный округ,2018,359477.0
463,        Пензенская область,Приволжский федеральный округ,2018,199857.0
464,        Самарская область,Приволжский федеральный округ,2018,921230.0
465,        Саратовская область,Приволжский федеральный округ,2018,390622.0
466,        Ульяновская область,Приволжский федеральный округ,2018,346141.0
467,        Курганская область,Уральский федеральный округ,2018,152237.0
468,        Свердловская область,Уральский федеральный округ,2018,1417732.0
469,        Тюменская область,Уральский федеральный округ,2018,1505337.0
470,        Челябинская область,Уральский федеральный округ,2018,954046.0
471,        Республика Алтай,Сибирский федеральный округ,2018,196375.0
472,        Республика Тыва,Сибирский федеральный округ,2018,35847.0
473,        Республика Хакасия,Сибирский федеральный округ,2018,164336.0
474,        Алтайский край,Сибирский федеральный округ,2018,668879.0
475,        Красноярский край,Сибирский федеральный округ,2018,730691.0
476,        Иркутская область,Сибирский федеральный округ,2018,724369.0
477,        Кемеровская область - Кузбасс,Сибирский федеральный округ,2018,572009.0
478,        Новосибирская область,Сибирский федеральный округ,2018,983053.0
479,        Омская область,Сибирский федеральный округ,2018,518953.0
480,        Томская область,Сибирский федеральный округ,2018,236656.0
481,        Республика Бурятия,Дальневосточный федеральный округ,2018,331290.0
482,        Забайкальский край,Дальневосточный федеральный округ,2018,207514.0
483,        Республика Саха (Якутия),Дальневосточный федеральный округ,2018,190123.0
484,        Камчатский край,Дальневосточный федеральный округ,2018,150017.0
485,        Приморский край,Дальневосточный федеральный округ,2018,823640.0
486,        Хабаровский край,Дальневосточный федеральный округ,2018,541450.0
487,        Амурская область,Дальневосточный федеральный округ,2018,307593.0
488,        Магаданская область,Дальневосточный федеральный округ,2018,57192.0
489,        Сахалинская область,Дальневосточный федеральный округ,2018,203009.0
490,        Еврейская автономная область,Дальневосточный федеральный округ,2018,36153.0
491,        Чукотский автономный округ,Дальневосточный федеральный округ,2018,14387.0
492,        Белгородская область,Центральный федеральный округ,2019,313741.0
493,        Брянская область,Центральный федеральный округ,2019,221142.0
494,        Владимирская область,Центральный федеральный округ,2019,581738.0
495,        Воронежская область,Центральный федеральный округ,2019,645250.0
496,        Ивановская область,Центральный федеральный округ,2019,258162.0
497,        Калужская область,Центральный федеральный округ,2019,570946.0
498,        Костромская область,Центральный федеральный округ,2019,293399.0
499,        Курская область,Центральный федеральный округ,2019,200332.0
500,        Липецкая область,Центральный федеральный округ,2019,260569.0
501,        Московская область,Центральный федеральный округ,2019,4586111.0
502,        Орловская область,Центральный федеральный округ,2019,124656.0
503,        Рязанская область,Центральный федеральный округ,2019,391507.0
504,        Смоленская область,Центральный федеральный округ,2019,226817.0
505,        Тамбовская область,Центральный федеральный округ,2019,178621.0
506,        Тверская область,Центральный федеральный округ,2019,555510.0
507,        Тульская область,Центральный федеральный округ,2019,458441.0
508,        Ярославская область,Центральный федеральный округ,2019,819564.0
509,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,2019,10388303.0
510,        Республика Карелия,Северо-Западный федеральный округ,2019,435269.0
511,        Республика Коми,Северо-Западный федеральный округ,2019,228144.0
512,        Архангельская область,Северо-Западный федеральный округ,2019,347028.0
513,        Вологодская область,Северо-Западный федеральный округ,2019,468083.0
514,        Калининградская область,Северо-Западный федеральный округ,2019,556336.0
515,        Ленинградская область,Северо-Западный федеральный округ,2019,1062413.0
516,        Мурманская область,Северо-Западный федеральный округ,2019,263791.0
517,        Новгородская область,Северо-Западный федеральный округ,2019,305769.0
518,        Псковская область,Северо-Западный федеральный округ,2019,387777.0
519,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,2019,3835825.0
520,        Республика Адыгея (Адыгея),Южный федеральный округ,2019,142392.0
521,        Республика Калмыкия,Южный федеральный округ,2019,43248.0
522,        Республика Крым,Южный федеральный округ,2019,2308769.0
523,        Краснодарский край,Южный федеральный округ,2019,8069907.0
524,        Астраханская область,Южный федеральный округ,2019,248304.0
525,        Волгоградская область,Южный федеральный округ,2019,686303.0
526,        Ростовская область,Южный федеральный округ,2019,1198098.0
527,        Город федерального значения Севастополь,Южный федеральный округ,2019,232172.0
528,        Республика Дагестан,Северо-Кавказский федеральный округ,2019,165050.0
529,        Республика Ингушетия,Северо-Кавказский федеральный округ,2019,8192.0
530,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,2019,153661.0
531,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,2019,103978.0
532,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,2019,83729.0
533,        Чеченская Республика,Северо-Кавказский федеральный округ,2019,92303.0
534,        Ставропольский край,Северо-Кавказский федеральный округ,2019,1071168.0
535,        Республика Башкортостан,Приволжский федеральный округ,2019,1239294.0
536,        Республика Марий Эл,Приволжский федеральный округ,2019,138398.0
537,        Республика Мордовия,Приволжский федеральный округ,2019,146667.0
538,        Республика Татарстан (Татарстан),Приволжский федеральный округ,2019,2228082.0
539,        Удмуртская Республика,Приволжский федеральный округ,2019,402614.0
540,        Чувашская Республика - Чувашия,Приволжский федеральный округ,2019,300574.0
541,        Пермский край,Приволжский федеральный округ,2019,736528.0
542,        Кировская область,Приволжский федеральный округ,2019,314038.0
543,        Нижегородская область,Приволжский федеральный округ,2019,1202659.0
544,        Оренбургская область,Приволжский федеральный округ,2019,391068.0
545,        Пензенская область,Приволжский федеральный округ,2019,287954.0
546,        Самарская область,Приволжский федеральный округ,2019,969706.0
547,        Саратовская область,Приволжский федеральный округ,2019,475744.0
548,        Ульяновская область,Приволжский федеральный округ,2019,386906.0
549,        Курганская область,Уральский федеральный округ,2019,170119.0
550,        Свердловская область,Уральский федеральный округ,2019,1532558.0
551,        Тюменская область,Уральский федеральный округ,2019,1624451.0
552,        Челябинская область,Уральский федеральный округ,2019,964738.0
553,        Республика Алтай,Сибирский федеральный округ,2019,222695.0
554,        Республика Тыва,Сибирский федеральный округ,2019,39461.0
555,        Республика Хакасия,Сибирский федеральный округ,2019,184141.0
556,        Алтайский край,Сибирский федеральный округ,2019,702795.0
557,        Красноярский край,Сибирский федеральный округ,2019,808051.0
558,        Иркутская область,Сибирский федеральный округ,2019,734632.0
559,        Кемеровская область - Кузбасс,Сибирский федеральный округ,2019,572291.0
560,        Новосибирская область,Сибирский федеральный округ,2019,1029796.0
561,        Омская область,Сибирский федеральный округ,2019,479148.0
562,        Томская область,Сибирский федеральный округ,2019,219876.0
563,        Республика Бурятия,Дальневосточный федеральный округ,2019,357694.0
564,        Забайкальский край,Дальневосточный федеральный округ,2019,238684.0
565,        Республика Саха (Якутия),Дальневосточный федеральный округ,2019,194039.0
566,        Камчатский край,Дальневосточный федеральный округ,2019,152574.0
567,        Приморский край,Дальневосточный федеральный округ,2019,925975.0
568,        Хабаровский край,Дальневосточный федеральный округ,2019,571017.0
569,        Амурская область,Дальневосточный федеральный округ,2019,309940.0
570,        Магаданская область,Дальневосточный федеральный округ,2019,67293.0
571,        Сахалинская область,Дальневосточный федеральный округ,2019,228409.0
572,        Еврейская автономная область,Дальневосточный федеральный округ,2019,35217.0
573,        Чукотский автономный округ,Дальневосточный федеральный округ,2019,27426.0
574,        Белгородская область,Центральный федеральный округ,2020,208642.0
575,        Брянская область,Центральный федеральный округ,2020,136956.0
576,        Владимирская область,Центральный федеральный округ,2020,361577.0
577,        Воронежская область,Центральный федеральный округ,2020,487604.0
578,        Ивановская область,Центральный федеральный округ,2020,140759.0
579,        Калужская область,Центральный федеральный округ,2020,403383.0
580,        Костромская область,Центральный федеральный округ,2020,270378.0
581,        Курская область,Центральный федеральный округ,2020,131619.0
582,        Липецкая область,Центральный федеральный округ,2020,208200.0
583,        Московская область,Центральный федеральный округ,2020,2906713.0
584,        Орловская область,Центральный федеральный округ,2020,85816.0
585,        Рязанская область,Центральный федеральный округ,2020,317710.0
586,        Смоленская область,Центральный федеральный округ,2020,141477.0
587,        Тамбовская область,Центральный федеральный округ,2020,122688.0
588,        Тверская область,Центральный федеральный округ,2020,479315.0
589,        Тульская область,Центральный федеральный округ,2020,301158.0
590,        Ярославская область,Центральный федеральный округ,2020,592246.0
591,        Город Москва столица Российской Федерации город федерального значения,Центральный федеральный округ,2020,6232571.0
592,        Республика Карелия,Северо-Западный федеральный округ,2020,381268.0
593,        Республика Коми,Северо-Западный федеральный округ,2020,141619.0
594,        Архангельская область,Северо-Западный федеральный округ,2020,202365.0
595,        Вологодская область,Северо-Западный федеральный округ,2020,279338.0
596,        Калининградская область,Северо-Западный федеральный округ,2020,515481.0
597,        Ленинградская область,Северо-Западный федеральный округ,2020,953320.0
598,        Мурманская область,Северо-Западный федеральный округ,2020,226461.0
599,        Новгородская область,Северо-Западный федеральный округ,2020,247082.0
600,        Псковская область,Северо-Западный федеральный округ,2020,249348.0
601,        Город Санкт-Петербург город федерального значения,Северо-Западный федеральный округ,2020,2777133.0
602,        Республика Адыгея (Адыгея),Южный федеральный округ,2020,111142.0
603,        Республика Калмыкия,Южный федеральный округ,2020,25586.0
604,        Республика Крым,Южный федеральный округ,2020,1915709.0
605,        Краснодарский край,Южный федеральный округ,2020,6221507.0
606,        Астраханская область,Южный федеральный округ,2020,196652.0
607,        Волгоградская область,Южный федеральный округ,2020,484108.0
608,        Ростовская область,Южный федеральный округ,2020,814743.0
609,        Город федерального значения Севастополь,Южный федеральный округ,2020,152438.0
610,        Республика Дагестан,Северо-Кавказский федеральный округ,2020,122251.0
611,        Республика Ингушетия,Северо-Кавказский федеральный округ,2020,12927.0
612,        Кабардино-Балкарская Республика,Северо-Кавказский федеральный округ,2020,91592.0
613,        Карачаево-Черкесская Республика,Северо-Кавказский федеральный округ,2020,89172.0
614,        Республика Северная Осетия-Алания,Северо-Кавказский федеральный округ,2020,88159.0
615,        Чеченская Республика,Северо-Кавказский федеральный округ,2020,110950.0
616,        Ставропольский край,Северо-Кавказский федеральный округ,2020,653447.0
617,        Республика Башкортостан,Приволжский федеральный округ,2020,884279.0
618,        Республика Марий Эл,Приволжский федеральный округ,2020,78101.0
619,        Республика Мордовия,Приволжский федеральный округ,2020,80917.0
620,        Республика Татарстан (Татарстан),Приволжский федеральный округ,2020,1423917.0
621,        Удмуртская Республика,Приволжский федеральный округ,2020,269113.0
622,        Чувашская Республика - Чувашия,Приволжский федеральный округ,2020,186583.0
623,        Пермский край,Приволжский федеральный округ,2020,479441.0
624,        Кировская область,Приволжский федеральный округ,2020,212275.0
625,        Нижегородская область,Приволжский федеральный округ,2020,736713.0
626,        Оренбургская область,Приволжский федеральный округ,2020,233121.0
627,        Пензенская область,Приволжский федеральный округ,2020,192225.0
628,        Самарская область,Приволжский федеральный округ,2020,707173.0
629,        Саратовская область,Приволжский федеральный округ,2020,346214.0
630,        Ульяновская область,Приволжский федеральный округ,2020,274385.0
631,        Курганская область,Уральский федеральный округ,2020,113684.0
632,        Свердловская область,Уральский федеральный округ,2020,952364.0
633,        Тюменская область,Уральский федеральный округ,2020,1079325.0
634,        Челябинская область,Уральский федеральный округ,2020,657918.0
635,        Республика Алтай,Сибирский федеральный округ,2020,148843.0
636,        Республика Тыва,Сибирский федеральный округ,2020,34138.0
637,        Республика Хакасия,Сибирский федеральный округ,2020,107791.0
638,        Алтайский край,Сибирский федеральный округ,2020,488886.0
639,        Красноярский край,Сибирский федеральный округ,2020,527792.0
640,        Иркутская область,Сибирский федеральный округ,2020,555303.0
641,        Кемеровская область - Кузбасс,Сибирский федеральный округ,2020,384330.0
642,        Новосибирская область,Сибирский федеральный округ,2020,763383.0
643,        Омская область,Сибирский федеральный округ,2020,325446.0
644,        Томская область,Сибирский федеральный округ,2020,122232.0
645,        Республика Бурятия,Дальневосточный федеральный округ,2020,273183.0
646,        Забайкальский край,Дальневосточный федеральный округ,2020,197675.0
647,        Республика Саха (Якутия),Дальневосточный федеральный округ,2020,112309.0
648,        Камчатский край,Дальневосточный федеральный округ,2020,115956.0
649,        Приморский край,Дальневосточный федеральный округ,2020,604055.0
650,        Хабаровский край,Дальневосточный федеральный округ,2020,426116.0
651,        Амурская область,Дальневосточный федеральный округ,2020,244300.0
652,        Магаданская область,Дальневосточный федеральный округ,2020,61126.0
653,        Сахалинская область,Дальневосточный федеральный округ,2020,188127.0
654,        Еврейская автономная область,Дальневосточный федеральный округ,2020,26292.0
655,        Чукотский автономный округ,Дальневосточный федеральный округ,2020,15582.0
